ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-11T09:11:00Z,ingest-api,us-west-2,t-00052,11666,91,72.99,178.91,299.48,9971353,68764767
2026-07-11T09:30:00Z,ingest-api,ap-southeast-2,t-03543,10097,8,33.65,88.85,178.30,9798944,30094832
2026-07-11T09:00:00Z,alerting,us-east-1,t-00763,10588,60,45.91,102.63,140.03,27207727,72531197
2026-07-11T09:09:00Z,billing,us-east-1,t-01562,9723,120,78.61,206.17,369.93,6901975,46621917
2026-07-11T09:42:00Z,alerting,ap-southeast-2,t-03006,7754,90,63.64,161.09,230.34,14384105,59565436
2026-07-11T09:08:00Z,exporter,eu-central-1,t-03602,9185,33,24.38,52.43,79.05,12765026,41423763
2026-07-11T09:33:00Z,query-api,eu-central-1,t-03356,3831,15,24.70,57.58,107.20,2073439,18659944
2026-07-11T09:08:00Z,billing,eu-central-1,t-02031,2425,28,62.70,173.85,294.53,2464821,17859615
2026-07-11T09:28:00Z,query-api,ap-southeast-2,t-01328,6707,73,38.62,99.75,149.30,13342212,38977836
2026-07-11T09:14:00Z,exporter,ap-southeast-2,t-02516,7450,21,57.66,144.87,246.27,9252779,13875954
2026-07-11T09:46:00Z,alerting,us-west-2,t-03965,8815,88,54.74,128.19,262.63,21135113,14053830
2026-07-11T09:15:00Z,exporter,ap-southeast-2,t-02829,10564,101,24.07,64.05,118.46,23297458,25878060
2026-07-11T09:22:00Z,query-api,us-east-1,t-03699,10803,87,71.40,161.97,299.41,15206897,36092983
2026-07-11T09:24:00Z,ingest-api,us-east-1,t-00615,203,1,35.21,69.94,123.72,180456,666383
2026-07-11T09:34:00Z,query-api,us-east-1,t-00853,7848,112,29.49,77.73,141.51,8078083,21192598
2026-07-11T09:18:00Z,billing,ap-southeast-2,t-02742,10335,32,58.18,110.34,154.29,4655111,57123386
2026-07-11T09:12:00Z,exporter,eu-central-1,t-03044,3760,43,43.64,95.33,196.84,4606322,6013282
2026-07-11T09:29:00Z,exporter,eu-central-1,t-01270,7365,29,22.07,59.44,122.65,11946794,43879949
2026-07-11T09:09:00Z,ingest-api,ap-southeast-2,t-00506,2853,32,34.06,74.05,114.33,2315209,21139727
2026-07-11T09:08:00Z,query-api,us-west-2,t-03188,11524,10,51.78,103.25,142.35,25198541,53736726
2026-07-11T09:41:00Z,ingest-api,us-east-1,t-02159,6980,62,27.18,58.39,108.08,12888290,13615864
2026-07-11T09:04:00Z,query-api,ap-southeast-2,t-03189,7532,82,59.17,128.76,253.16,6583152,20504797
2026-07-11T09:34:00Z,query-api,ap-southeast-2,t-01444,10000,11,55.58,113.42,193.06,16561878,62273816
2026-07-11T09:10:00Z,alerting,eu-central-1,t-03051,3661,43,29.74,72.07,134.24,4466834,24003558
2026-07-11T09:55:00Z,billing,us-east-1,t-00700,2957,26,22.89,60.80,80.00,7409030,15775302
2026-07-11T09:00:00Z,alerting,us-east-1,t-01972,10931,94,48.52,105.15,198.65,18745970,19192239
2026-07-11T09:24:00Z,exporter,eu-central-1,t-01490,3157,31,70.05,142.91,291.43,4789587,8710708
2026-07-11T09:18:00Z,exporter,us-west-2,t-01749,864,10,69.50,172.27,281.29,1376697,5975954
2026-07-11T09:40:00Z,billing,ap-southeast-2,t-02967,3916,25,79.31,167.98,292.89,7768364,5484800
2026-07-11T09:48:00Z,alerting,us-west-2,t-03104,8596,40,39.81,73.80,153.35,15578430,55632135
2026-07-11T09:05:00Z,query-api,ap-southeast-2,t-00441,7729,73,66.01,138.55,200.09,16913564,9797641
2026-07-11T09:57:00Z,query-api,us-east-1,t-03207,8177,41,59.71,113.06,224.72,17652551,26257220
2026-07-11T09:05:00Z,alerting,us-west-2,t-02940,6741,74,28.85,78.75,110.11,6898116,13161157
2026-07-11T09:00:00Z,billing,ap-southeast-2,t-01578,6071,11,62.75,137.72,208.50,14458376,39401336
2026-07-11T09:45:00Z,query-api,eu-central-1,t-03061,9451,27,60.18,147.44,237.29,14995658,50458326
2026-07-11T09:47:00Z,query-api,eu-central-1,t-02424,11211,123,74.66,176.77,364.52,26498191,71012417
2026-07-11T09:58:00Z,ingest-api,us-west-2,t-03971,10271,33,74.35,155.69,295.27,9265515,52680875
2026-07-11T09:45:00Z,billing,us-east-1,t-00339,4951,56,43.96,91.44,183.06,5972541,25171706
2026-07-11T09:21:00Z,query-api,ap-southeast-2,t-00352,5687,23,55.63,102.36,174.37,13987118,38260419
2026-07-11T09:11:00Z,alerting,ap-southeast-2,t-01335,9917,48,50.98,124.09,254.85,12888626,26128041
2026-07-11T09:35:00Z,query-api,us-west-2,t-03610,9997,92,53.85,104.88,177.15,19836043,28316584
2026-07-11T09:34:00Z,alerting,us-east-1,t-00726,2577,22,62.65,149.19,287.97,6586785,3611454
2026-07-11T09:52:00Z,alerting,us-east-1,t-00025,1805,3,27.59,61.81,117.09,3623347,11460544
2026-07-11T09:37:00Z,query-api,us-west-2,t-01635,282,4,48.30,112.63,150.82,626329,860029
2026-07-11T09:27:00Z,billing,ap-southeast-2,t-02966,8250,10,26.28,68.38,94.72,18254001,23309987
2026-07-11T09:34:00Z,query-api,eu-central-1,t-03106,11198,50,74.09,162.47,323.44,28877345,43073559
2026-07-11T09:29:00Z,billing,ap-southeast-2,t-02121,10188,45,37.32,104.40,183.83,23058432,23313198
2026-07-11T09:33:00Z,billing,eu-central-1,t-03271,2777,18,50.29,91.13,170.34,6337891,13849559
2026-07-11T09:56:00Z,query-api,us-west-2,t-01062,8933,27,36.07,70.77,131.66,4106017,41247967
2026-07-11T09:58:00Z,ingest-api,us-west-2,t-00892,4903,59,44.94,81.19,109.38,8329294,15314838
2026-07-11T09:17:00Z,alerting,eu-central-1,t-00713,4449,33,49.28,98.99,141.49,10757757,16866800
2026-07-11T09:25:00Z,billing,us-east-1,t-02277,11364,71,77.77,159.00,291.30,6828842,80691595
2026-07-11T09:22:00Z,billing,eu-central-1,t-03622,4851,44,49.28,109.77,206.68,6794043,28899232
2026-07-11T09:26:00Z,alerting,ap-southeast-2,t-00118,5650,28,79.46,176.36,235.94,8444762,28983254
2026-07-11T09:43:00Z,exporter,us-west-2,t-01621,400,2,62.04,145.92,215.29,333310,1085221
2026-07-11T09:53:00Z,alerting,us-east-1,t-02648,3866,16,20.34,41.69,65.39,4240818,4640729
2026-07-11T09:59:00Z,query-api,ap-southeast-2,t-00706,4717,66,49.24,129.96,181.56,7197655,13448103
2026-07-11T09:43:00Z,query-api,eu-central-1,t-01782,6699,91,70.75,157.05,314.33,8628958,8007678
2026-07-11T09:57:00Z,ingest-api,us-west-2,t-03099,6349,40,38.02,70.83,129.19,12904621,35469834
2026-07-11T09:21:00Z,ingest-api,us-west-2,t-01930,1536,19,48.18,112.11,171.44,3859556,4984831
2026-07-11T09:07:00Z,ingest-api,us-east-1,t-00665,5880,57,54.37,102.17,163.72,14456680,12484531
2026-07-11T09:42:00Z,exporter,eu-central-1,t-01113,10746,87,45.99,108.09,185.19,15269464,69445131
2026-07-11T09:48:00Z,query-api,us-west-2,t-03397,8288,55,32.64,77.83,131.51,20806920,56209120
2026-07-11T09:32:00Z,alerting,ap-southeast-2,t-03232,605,8,20.57,53.50,99.58,947542,2091975
2026-07-11T09:12:00Z,exporter,us-west-2,t-00817,1856,26,76.12,150.79,296.05,2767343,11215655
2026-07-11T09:28:00Z,query-api,eu-central-1,t-02985,7105,99,49.84,114.30,184.98,6735075,46163556
2026-07-11T09:53:00Z,query-api,us-east-1,t-00170,2522,36,37.99,94.24,187.74,5930705,6370189
2026-07-11T09:25:00Z,exporter,eu-central-1,t-03319,9651,127,42.58,79.11,111.63,5217098,28051029
2026-07-11T09:35:00Z,ingest-api,us-west-2,t-00309,8705,74,49.75,92.82,156.78,19217515,43780713
2026-07-11T09:30:00Z,exporter,eu-central-1,t-01629,3212,24,44.93,111.27,172.50,7143773,24186178
2026-07-11T09:17:00Z,query-api,ap-southeast-2,t-03654,7315,62,31.39,70.43,104.54,16082463,32552942
2026-07-11T09:05:00Z,exporter,us-west-2,t-03508,9583,129,76.74,160.67,213.76,22653296,61337863
2026-07-11T09:26:00Z,alerting,ap-southeast-2,t-01590,1333,13,25.75,47.80,67.91,812308,3411480
2026-07-11T09:42:00Z,alerting,ap-southeast-2,t-01868,789,0,23.64,45.94,69.95,1905026,5218045
2026-07-11T09:42:00Z,query-api,ap-southeast-2,t-02541,109,0,74.23,184.30,374.50,72070,679860
2026-07-11T09:04:00Z,alerting,ap-southeast-2,t-03023,4059,54,70.91,173.43,325.14,3982268,26136317
2026-07-11T09:54:00Z,ingest-api,ap-southeast-2,t-03931,1767,15,24.89,69.30,129.06,3012272,5111246
2026-07-11T09:04:00Z,alerting,ap-southeast-2,t-00026,1976,1,60.18,167.89,248.53,1787505,11261278
2026-07-11T09:59:00Z,query-api,us-east-1,t-02508,5882,66,21.26,43.06,81.04,7095397,8418614
2026-07-11T09:21:00Z,alerting,us-west-2,t-03517,7154,76,39.27,103.32,204.60,12677422,10432467
2026-07-11T09:24:00Z,query-api,ap-southeast-2,t-01442,483,4,54.40,138.54,262.48,523355,1321914
2026-07-11T09:14:00Z,exporter,ap-southeast-2,t-03728,1733,6,46.97,127.25,228.94,2667873,8522864
2026-07-11T09:29:00Z,alerting,us-west-2,t-02321,1198,13,35.79,75.83,117.95,861589,3095970
2026-07-11T09:05:00Z,exporter,us-west-2,t-02439,10082,39,27.71,51.57,93.18,17329611,49633536
2026-07-11T09:58:00Z,alerting,ap-southeast-2,t-03003,6832,69,78.42,174.21,227.85,5049243,16857408
2026-07-11T09:57:00Z,query-api,us-east-1,t-02760,9837,144,74.48,182.07,294.90,23307894,71482843
2026-07-11T09:35:00Z,billing,us-east-1,t-01467,9527,92,60.97,131.91,211.55,6456613,64842066
2026-07-11T09:40:00Z,alerting,eu-central-1,t-01939,7793,114,30.31,80.53,115.61,20065802,27300757
2026-07-11T09:36:00Z,query-api,us-west-2,t-00570,11634,127,50.30,105.80,157.84,15750007,77057577
2026-07-11T09:34:00Z,query-api,ap-southeast-2,t-00186,4776,62,28.56,62.74,119.49,6357550,35279519
2026-07-11T09:29:00Z,ingest-api,ap-southeast-2,t-02232,10387,134,72.63,164.49,340.08,10687912,42443558
2026-07-11T09:48:00Z,query-api,us-west-2,t-00991,1248,8,58.53,130.77,249.41,1297019,1349396
2026-07-11T09:24:00Z,exporter,us-east-1,t-01273,8007,68,69.68,157.97,255.98,14532453,44025267
2026-07-11T09:54:00Z,billing,us-east-1,t-01906,870,5,54.26,123.81,235.91,558154,5946219
2026-07-11T09:02:00Z,billing,ap-southeast-2,t-02183,7868,62,73.78,172.31,288.00,9517923,31916653
2026-07-11T09:32:00Z,exporter,us-east-1,t-03432,2195,7,39.52,94.20,130.91,3710005,3143813
2026-07-11T09:49:00Z,query-api,eu-central-1,t-03755,3484,37,22.13,55.72,92.93,7229317,21399835
2026-07-11T09:00:00Z,alerting,ap-southeast-2,t-03840,4900,22,70.32,181.83,350.50,9961439,23199911
2026-07-11T09:01:00Z,billing,us-east-1,t-01977,7112,50,66.30,181.31,253.20,17786170,29616616
2026-07-11T09:37:00Z,alerting,us-east-1,t-03593,10257,37,75.19,151.43,282.00,22349317,17672870
2026-07-11T09:08:00Z,alerting,ap-southeast-2,t-00192,7490,22,54.12,99.60,138.96,12154507,44920197
2026-07-11T09:48:00Z,billing,ap-southeast-2,t-00932,1598,18,73.28,191.76,283.92,1450219,4488058
2026-07-11T09:22:00Z,ingest-api,us-east-1,t-02439,10300,145,70.00,187.48,387.03,21187056,77491776
2026-07-11T09:31:00Z,query-api,eu-central-1,t-00217,7127,1,48.68,135.49,257.83,13819913,19039104
2026-07-11T09:16:00Z,exporter,ap-southeast-2,t-02414,5235,74,71.24,192.57,277.95,9324483,6711917
2026-07-11T09:38:00Z,query-api,us-west-2,t-03159,2272,18,45.34,99.58,129.47,2815824,9716105
2026-07-11T09:19:00Z,query-api,us-east-1,t-01853,2713,0,34.36,65.37,115.94,6785108,8716596
2026-07-11T09:54:00Z,alerting,us-west-2,t-02355,3716,2,39.64,98.66,174.46,1536673,7845992
2026-07-11T09:26:00Z,ingest-api,us-east-1,t-03595,4084,25,62.37,114.05,190.53,3254412,6314498
2026-07-11T09:09:00Z,billing,eu-central-1,t-00724,1904,8,35.02,73.16,141.28,1907733,2706976
2026-07-11T09:13:00Z,billing,us-east-1,t-01391,10437,26,43.34,100.47,163.06,22176911,74009799
2026-07-11T09:33:00Z,exporter,us-east-1,t-03912,11029,140,25.00,53.46,82.92,21529236,17719561
2026-07-11T09:10:00Z,alerting,ap-southeast-2,t-03909,1478,12,67.64,154.87,258.99,3011205,4599425
2026-07-11T09:02:00Z,exporter,eu-central-1,t-01636,5028,13,34.66,73.49,99.82,9299339,13646769
2026-07-11T09:35:00Z,alerting,ap-southeast-2,t-03625,2255,16,28.52,75.24,147.63,3805103,10137262
2026-07-11T09:03:00Z,alerting,us-east-1,t-00551,613,2,56.73,106.18,149.21,664035,1873693
2026-07-11T09:42:00Z,ingest-api,us-west-2,t-01632,2451,1,63.09,128.61,182.65,2846923,12312721
2026-07-11T09:34:00Z,alerting,us-west-2,t-01854,7691,2,73.82,189.97,298.48,4076054,19113055
2026-07-11T09:44:00Z,exporter,us-west-2,t-02062,11313,91,20.88,46.19,92.56,6210921,57640435
2026-07-11T09:27:00Z,query-api,ap-southeast-2,t-03622,7366,49,23.19,50.07,91.32,11884300,8391818
2026-07-11T09:00:00Z,ingest-api,ap-southeast-2,t-00096,1823,22,49.69,110.92,195.05,4154697,5871683
2026-07-11T09:56:00Z,ingest-api,us-west-2,t-01183,5820,85,62.74,120.22,162.67,8486549,10758340
2026-07-11T09:58:00Z,billing,ap-southeast-2,t-00636,3100,40,66.57,170.10,244.62,5066229,21903818
2026-07-11T09:02:00Z,alerting,us-east-1,t-02825,2541,22,35.62,69.29,94.22,6493983,16093885
2026-07-11T09:37:00Z,exporter,ap-southeast-2,t-01945,5120,8,49.61,97.21,145.32,7495951,12071851
2026-07-11T09:58:00Z,query-api,us-west-2,t-03111,7302,44,74.73,161.08,254.36,17721123,55940877
2026-07-11T09:15:00Z,alerting,ap-southeast-2,t-03086,3322,27,26.91,61.95,129.12,4197114,8823943
2026-07-11T09:48:00Z,query-api,us-west-2,t-02271,7731,101,36.28,96.50,132.54,8061943,44580342
2026-07-11T09:16:00Z,ingest-api,eu-central-1,t-03136,9284,13,27.60,61.56,99.91,18003853,44406985
2026-07-11T09:30:00Z,exporter,us-west-2,t-01780,4096,5,31.77,75.06,113.49,2393150,24640467
2026-07-11T09:40:00Z,exporter,us-west-2,t-01179,6223,37,38.05,97.88,138.88,12712581,15643783
2026-07-11T09:09:00Z,exporter,us-west-2,t-03652,11679,114,59.96,136.20,272.26,15488055,23658218
2026-07-11T09:58:00Z,billing,eu-central-1,t-00101,11247,113,70.22,164.32,298.28,29191011,66400948
2026-07-11T09:38:00Z,alerting,us-east-1,t-00268,7680,63,52.18,113.16,179.20,19626097,28128055
2026-07-11T09:18:00Z,query-api,us-west-2,t-03693,2916,32,20.44,40.52,81.72,5118258,10028655
2026-07-11T09:08:00Z,exporter,us-west-2,t-03189,10694,129,75.19,210.52,360.55,20473627,70437060
2026-07-11T09:50:00Z,alerting,eu-central-1,t-00545,7411,66,30.68,60.15,103.55,7876416,47784336
2026-07-11T09:39:00Z,query-api,us-east-1,t-01377,2148,21,34.63,78.88,153.73,2442054,2683366
2026-07-11T09:09:00Z,query-api,us-east-1,t-01112,4289,43,63.64,177.26,344.51,8322703,11740540
2026-07-11T09:06:00Z,billing,us-east-1,t-02053,4515,30,26.89,52.81,100.01,7475273,9895147
2026-07-11T09:04:00Z,ingest-api,eu-central-1,t-01268,10121,95,22.32,57.51,81.30,25289240,63215704
2026-07-11T09:07:00Z,billing,eu-central-1,t-01110,8284,114,67.34,154.42,231.56,21047984,16381557
2026-07-11T09:27:00Z,exporter,us-west-2,t-01961,8050,59,46.51,87.35,151.51,9719038,61469483
2026-07-11T09:29:00Z,billing,us-west-2,t-02950,10406,131,57.03,107.54,211.16,24077953,60666297
2026-07-11T09:48:00Z,billing,us-east-1,t-01501,2172,0,38.27,81.15,155.07,3493609,15319767
2026-07-11T09:57:00Z,exporter,ap-southeast-2,t-00035,10894,28,26.69,64.10,91.40,18725200,49745576
2026-07-11T09:18:00Z,query-api,us-west-2,t-01728,6467,49,48.36,128.32,179.95,3019642,22875871
2026-07-11T09:25:00Z,exporter,ap-southeast-2,t-02551,5324,74,54.68,110.47,231.09,6102669,28000153
2026-07-11T09:35:00Z,query-api,us-east-1,t-01147,5423,7,50.27,96.26,127.66,3060677,32672184
2026-07-11T09:48:00Z,query-api,ap-southeast-2,t-00703,8751,82,44.25,120.31,194.17,16122731,51789263
2026-07-11T09:25:00Z,billing,ap-southeast-2,t-02301,2375,18,61.20,118.60,225.94,3867732,7064450
2026-07-11T09:06:00Z,exporter,ap-southeast-2,t-02456,8947,121,42.22,115.55,214.46,4755972,54700923
2026-07-11T09:58:00Z,query-api,us-east-1,t-02399,10585,10,34.49,78.89,123.65,6756418,42000968
2026-07-11T09:32:00Z,query-api,eu-central-1,t-00332,5420,22,56.28,131.48,205.65,4160568,35663325
2026-07-11T09:46:00Z,query-api,us-west-2,t-00867,4004,38,48.46,120.98,207.68,6599263,25783660
2026-07-11T09:10:00Z,query-api,eu-central-1,t-02384,7394,81,39.19,87.00,160.27,4835330,49859322
2026-07-11T09:08:00Z,billing,eu-central-1,t-02151,10232,146,46.97,115.64,177.55,5259274,67424427
2026-07-11T09:29:00Z,query-api,us-east-1,t-00922,2314,11,24.74,58.62,100.93,4776247,16185927
2026-07-11T09:01:00Z,ingest-api,us-east-1,t-00200,8189,27,30.46,55.98,97.15,16140654,58570422
2026-07-11T09:38:00Z,query-api,ap-southeast-2,t-00272,8434,83,40.27,105.25,186.90,10081155,44055652
2026-07-11T09:53:00Z,billing,ap-southeast-2,t-03653,8107,66,66.73,172.68,302.65,14548649,44218038
2026-07-11T09:42:00Z,exporter,eu-central-1,t-00008,10269,19,33.97,86.78,113.17,9590685,47600892
2026-07-11T09:15:00Z,exporter,us-west-2,t-01288,8543,28,72.07,166.24,260.69,9890226,30244502
2026-07-11T09:59:00Z,billing,us-east-1,t-00968,6005,77,39.09,100.94,178.40,6840138,11337619
2026-07-11T09:15:00Z,billing,us-west-2,t-00836,785,8,59.20,119.30,186.34,604875,1472698
2026-07-11T09:36:00Z,alerting,us-east-1,t-02222,2962,27,22.00,48.17,82.48,4446541,11301814
2026-07-11T09:22:00Z,ingest-api,us-east-1,t-00218,8125,111,62.61,168.88,274.79,5164088,43022627
2026-07-11T09:33:00Z,alerting,eu-central-1,t-00215,6864,4,44.34,120.00,175.61,11934941,22083640
2026-07-11T09:25:00Z,exporter,eu-central-1,t-01754,2756,25,67.85,147.88,211.75,2933280,7328301
2026-07-11T09:22:00Z,billing,us-east-1,t-00863,2481,15,60.58,149.46,241.69,3715901,10102711
2026-07-11T09:01:00Z,alerting,us-west-2,t-00283,7197,23,33.65,62.94,105.67,9107179,50220447
2026-07-11T09:24:00Z,query-api,ap-southeast-2,t-03604,11152,78,49.77,118.88,200.63,7295335,82925476
2026-07-11T09:02:00Z,exporter,eu-central-1,t-02577,8983,131,36.78,99.25,149.59,8235336,60260569
2026-07-11T09:23:00Z,alerting,us-east-1,t-03660,10356,8,73.03,182.22,365.19,19939920,28068968
2026-07-11T09:06:00Z,alerting,ap-southeast-2,t-03223,11603,131,34.65,73.12,137.49,22789023,79366850
2026-07-11T09:56:00Z,ingest-api,eu-central-1,t-01187,9723,117,54.62,119.59,162.90,9805290,14166707
2026-07-11T09:52:00Z,ingest-api,us-west-2,t-00571,8006,55,42.18,107.43,144.02,14660787,25842978
2026-07-11T09:21:00Z,query-api,us-west-2,t-01907,4378,57,53.93,137.72,284.57,3597527,5297384
2026-07-11T09:14:00Z,exporter,us-west-2,t-00548,2364,16,42.13,92.88,124.56,2775097,17561610
2026-07-11T09:31:00Z,billing,us-west-2,t-03441,4022,44,66.08,182.78,346.21,9932006,29440657
2026-07-11T09:23:00Z,alerting,ap-southeast-2,t-03502,5651,41,65.35,157.79,306.90,12663341,22187094
2026-07-11T09:47:00Z,query-api,ap-southeast-2,t-03172,8492,88,69.72,166.20,238.05,10250322,58425530
2026-07-11T09:32:00Z,alerting,ap-southeast-2,t-02889,2019,16,32.31,80.28,116.32,5086867,8571453
2026-07-11T09:27:00Z,billing,us-east-1,t-01262,9335,24,30.32,55.66,101.13,13140985,66873814
2026-07-11T09:45:00Z,exporter,us-west-2,t-01910,10409,25,75.21,196.19,373.10,20974995,43152876
2026-07-11T09:24:00Z,alerting,eu-central-1,t-00756,6109,27,54.33,138.85,280.10,13698635,15040089
2026-07-11T09:38:00Z,billing,ap-southeast-2,t-02297,4302,45,62.84,144.82,202.21,10076476,19048659
2026-07-11T09:00:00Z,exporter,us-east-1,t-01688,5225,58,73.70,135.17,199.03,6977932,30731721
2026-07-11T09:36:00Z,billing,us-west-2,t-03671,6543,44,63.02,132.89,247.73,15505744,49320994
2026-07-11T09:09:00Z,ingest-api,us-west-2,t-02094,10117,28,28.77,63.63,88.03,26047261,77604430
2026-07-11T09:04:00Z,exporter,ap-southeast-2,t-03437,4696,25,43.78,118.18,182.57,5417663,16540948
2026-07-11T09:47:00Z,alerting,ap-southeast-2,t-00024,3961,31,70.57,154.85,266.71,9420732,10687405
2026-07-11T09:59:00Z,billing,ap-southeast-2,t-03315,3986,0,47.13,124.25,197.93,6771324,23121890
2026-07-11T09:09:00Z,exporter,ap-southeast-2,t-03285,5934,25,68.89,188.31,319.97,8298212,28303829
2026-07-11T09:04:00Z,query-api,eu-central-1,t-00627,447,1,33.15,73.08,121.73,1071694,2912447
2026-07-11T09:16:00Z,ingest-api,us-west-2,t-02073,2763,20,29.44,71.04,119.06,1889761,13855386
2026-07-11T09:50:00Z,ingest-api,eu-central-1,t-03503,5101,33,20.70,38.17,71.02,8109406,19879673
2026-07-11T09:49:00Z,alerting,ap-southeast-2,t-01938,2890,22,20.29,43.19,76.97,2636451,14949570
2026-07-11T09:33:00Z,ingest-api,eu-central-1,t-02625,11577,169,47.35,97.95,205.03,23874348,48568485
2026-07-11T09:19:00Z,ingest-api,us-west-2,t-03148,8654,17,43.92,102.39,145.54,5365095,17012483
2026-07-11T09:47:00Z,query-api,us-west-2,t-03127,7353,1,69.99,139.18,189.85,3255266,44670107
2026-07-11T09:45:00Z,ingest-api,ap-southeast-2,t-01521,267,1,54.46,118.90,180.21,319578,1432793
2026-07-11T09:06:00Z,billing,eu-central-1,t-00143,9483,79,71.90,168.97,275.30,17385331,11458398
2026-07-11T09:10:00Z,ingest-api,ap-southeast-2,t-03555,3764,52,70.08,160.94,249.33,5138489,27220481
2026-07-11T09:53:00Z,ingest-api,us-west-2,t-03457,7964,110,66.22,178.25,245.95,8398424,16767850
2026-07-11T09:26:00Z,billing,us-east-1,t-01409,1300,2,55.21,147.90,255.27,1422975,4869554
2026-07-11T09:42:00Z,query-api,eu-central-1,t-03991,2668,1,72.60,190.41,273.52,5408505,9296471
2026-07-11T09:08:00Z,exporter,ap-southeast-2,t-01241,9860,1,46.70,99.57,184.58,14260168,34983568
2026-07-11T09:00:00Z,billing,us-east-1,t-00781,3611,44,28.71,76.22,114.61,6813147,5990912
2026-07-11T09:28:00Z,billing,us-west-2,t-03796,7461,98,39.44,87.51,175.51,12062579,51196798
2026-07-11T09:52:00Z,query-api,us-east-1,t-02816,4165,51,62.58,142.99,279.68,6232189,14972940
2026-07-11T09:52:00Z,ingest-api,eu-central-1,t-03285,5954,88,50.14,104.50,188.28,9071914,22975761
2026-07-11T09:36:00Z,exporter,ap-southeast-2,t-02962,5226,3,52.15,126.75,254.53,8786160,16929454
2026-07-11T09:12:00Z,alerting,ap-southeast-2,t-01687,327,4,51.39,126.56,199.08,771319,937406
2026-07-11T09:36:00Z,billing,eu-central-1,t-02347,4237,11,55.50,149.79,253.10,6131228,18282270
2026-07-11T09:17:00Z,exporter,ap-southeast-2,t-02926,7767,89,70.11,151.90,236.09,13044969,29179434
2026-07-11T09:11:00Z,exporter,us-west-2,t-00369,6971,89,25.80,67.43,91.51,10036736,23641565
2026-07-11T09:54:00Z,query-api,ap-southeast-2,t-01141,5352,10,24.27,44.04,90.48,9363822,21710884
2026-07-11T09:45:00Z,exporter,us-east-1,t-01108,2886,40,50.21,132.97,276.96,5368182,19502473
2026-07-11T09:02:00Z,query-api,us-east-1,t-01815,8886,114,28.29,72.97,126.30,8984239,24455376
2026-07-11T09:55:00Z,query-api,ap-southeast-2,t-02599,7439,75,47.44,97.79,158.02,11406895,29782498
2026-07-11T09:45:00Z,alerting,eu-central-1,t-03946,10856,51,58.53,108.96,182.67,16440148,40218664
2026-07-11T09:18:00Z,billing,us-east-1,t-02519,3758,48,27.17,50.18,67.48,6593410,25366548
2026-07-11T09:28:00Z,exporter,ap-southeast-2,t-02176,2410,20,75.97,160.84,305.81,3089835,3894353
2026-07-11T09:58:00Z,query-api,ap-southeast-2,t-01442,4145,54,49.86,99.76,188.81,4378956,18337097
2026-07-11T09:14:00Z,alerting,us-east-1,t-01938,10541,73,20.68,43.67,76.64,9260149,72482427
2026-07-11T09:17:00Z,billing,us-east-1,t-00334,5998,48,72.02,178.97,330.28,11313855,24099755
2026-07-11T09:24:00Z,exporter,us-west-2,t-02562,4914,6,22.56,61.97,123.66,7549836,35092619
2026-07-11T09:25:00Z,query-api,us-east-1,t-01525,5379,72,52.75,112.53,196.84,2644991,40917868
2026-07-11T09:01:00Z,billing,eu-central-1,t-03125,8844,72,21.79,39.76,70.42,15836710,37326679
2026-07-11T09:27:00Z,exporter,ap-southeast-2,t-03341,9606,1,36.44,74.50,113.64,23258232,31219282
2026-07-11T09:56:00Z,query-api,ap-southeast-2,t-03903,7521,16,61.36,169.89,240.49,14481310,19297054
2026-07-11T09:15:00Z,billing,us-west-2,t-01061,10472,110,67.75,141.91,215.66,5254807,33628635
2026-07-11T09:06:00Z,exporter,us-west-2,t-02818,11443,109,49.72,98.75,189.38,9083881,48456907
2026-07-11T09:02:00Z,query-api,us-east-1,t-02280,4884,72,21.87,40.89,63.65,9150673,6877719
2026-07-11T09:34:00Z,billing,ap-southeast-2,t-01518,9922,0,54.27,121.39,247.64,25341684,67448965
2026-07-11T09:23:00Z,ingest-api,us-east-1,t-02158,8545,82,79.54,149.74,280.37,10359496,9110282
2026-07-11T09:50:00Z,billing,eu-central-1,t-01957,2231,28,44.15,120.03,217.11,2055468,7117559
2026-07-11T09:57:00Z,alerting,eu-central-1,t-02895,3502,27,46.12,102.71,194.28,6831357,17354257
2026-07-11T09:45:00Z,ingest-api,us-west-2,t-03794,8130,104,51.91,132.98,200.51,10544668,59302562
2026-07-11T09:49:00Z,exporter,us-west-2,t-03107,803,5,60.64,127.84,249.96,2010053,5240464
2026-07-11T09:22:00Z,ingest-api,ap-southeast-2,t-03809,7065,90,38.47,103.08,188.94,3863955,34053925
2026-07-11T09:36:00Z,billing,eu-central-1,t-02073,3778,49,28.41,52.29,69.92,5644685,25566645
2026-07-11T09:12:00Z,query-api,ap-southeast-2,t-03209,1800,25,60.75,149.74,264.56,3040734,3469799
2026-07-11T09:33:00Z,ingest-api,ap-southeast-2,t-02105,6425,74,52.95,115.59,238.07,12672902,5989360
2026-07-11T09:18:00Z,billing,us-east-1,t-01239,11605,119,67.58,151.37,279.34,28626124,73748106
2026-07-11T09:46:00Z,ingest-api,eu-central-1,t-01005,1709,14,43.04,91.69,127.83,1124907,6488175
2026-07-11T09:20:00Z,alerting,us-west-2,t-02392,5917,69,23.87,64.61,134.26,4403110,36048020
